creator,tiktok_video_id,date_posted,product,gross_revenue,sku_orders,cost,roi,video_title
มิ้น,7598444470434073877,2026-01-23,หนังสือวันไหนที่ใจแข็งแรง ดอกไม้จะผลิบาน (The Enchanted Garden),0.0,0,0.0,0.0,PAYDAY นี้‼️ ฮีลใจแจกคูปอง✨ ลดสูงสุด 50% ทั้งร้าน 📚 มีส่งฟรีด้วยน้าาา 💖 #opendurianhowto #booktok #books #paydaysale #หนังสือใหม่  
มิ้น,7598441848620764436,2026-01-23,หนังสือ ปีศาจตัวนั้น คือฉันเอง A Guide to Fighting the Demons in My Heart,0.0,0,3.22,0.0,ประโยคดี ๆ จากหนังสือ 📕 #ปีศาจตัวนั้นคือตัวฉันเอง   #opendurianhowto #ความรัก #books #เธรด 
มิ้น,7597764824902143252,2026-01-21,หนังสือ ปีศาจตัวนั้น คือฉันเอง A Guide to Fighting the Demons in My Heart,0.0,0,0.0,0.0,“เป็นเพื่อนที่ดีให้ได้”  แล้วจะมีเพื่อนที่ดีเข้ามาในชีวิต :)  ประโยคน่าคิดจากหนังสือ  #ปีศาจตัวนั้นคือฉันเอง  #ข้อคิดดีดี #opendurianhowto #books #เพื่อน  
มิ้น,7597758414466370837,2026-01-21,Boxset หนังสือวันไหนที่ใจแข็งแรง ดอกไม้จะผลิบาน (The Enchanted Garden) ฟรีของแถมใน Boxset ทุกเซ็ต,0.0,0,0.0,0.0,หลายครั้งรักอย่างเดียว “ไม่เพียงพอ” ที่จะใช้ประคับประคองความสัมพันธ์ หลายคู่เลยต้องจำใจปล่อยมือกัน ทั้ง ๆ ที่ยังรักกันมากเหลือเกิน  #opendurianhowto  ##สวนหัวใจ#books ##อกหัก #เธรด 
ริว,7597755750756486418,2026-01-21,หนังสือ ความลับสู่เงินล้านที่โรงเรียนไม่เคยสอน (The Millionaire's Top Secret),0.0,0,39.94,0.0,📌5 เรื่องการเงินที่ถ้ารู้เร็ว ชีวิตจะเปลี่ยนเร็ว💰 1 เงินเดือนอย่างเดียว…ไม่พอให้รวย ถ้ายังมีรายได้ทางเดียว ต่อให้ขยันแค่ไหน ก็เหนื่อยทั้งชีวิต 2 การมีหนี้ไม่ได้น่ากลัวเสมอไป แต่ถ้าแยกไม่ออกว่า “หนี้ดี” กับ “หนี้เสีย” แตกต่างกันยังไง เงินจะหายทุกเดือนโดยไม่รู้ตัว 3 ดอกเบี้ยไม่เคยหยุดทำงาน ถ้าเป็นหนี้ มันจะกินเรา แต่ถ้าเข้าใจการลงทุน มันจะทำเงินให้เราแทน 4 การเงินไม่ใช่เรื่องเก่งเลข แต่คือวินัยเล็ก ๆ ที่คนส่วนใหญ่ไม่เคยมีใครสอน 5 ความรวยไม่ใช่โชค แต่มาจากความรู้ที่ถูกต้อง ✨อยากรู้เรื่องการเงิน ลองอ่านหนังสือ ความลับสู่เงินล้านที่โรงเรียนไม่เคยสอน เล่มนี้จะเปลี่ยน วิธีคิดเรื่องเงิน ของคุณ ให้มองออกว่า เงินควรใช้ตรงไหน ควรหยุดตรงไหน และควรต่อยอดยังไง #opendurianhowto #OpenDurianBooks #ความลับสู่เงินล้านที่โรงเรียนไม่เคยสอน #หนังสือ #Books
ริว,7597693607298075912,2026-01-21,ปีศาจตัวนั้น คือฉันเอง 2 A Guide to Overcoming the Return of the Demons,0.0,0,0.0,0.0,แม้ไม่มีโอกาสได้บอกลา แต่ความรักที่มียังคงอยู่เสมอ… #opendurianhowto #opendurianbooks #ปีศาจตัวนั้นคือฉันเอง2 #MAYI #books
มิ้น,7597438617371430164,2026-01-20,หนังสือ กับดักความรู้สึกผิด (เขียนโดย หมอทานตะวัน),0.0,0,0.0,0.0,5 สิ่งที่ทำได้เลย✨ โดยไม่ต้อง “รู้สึกผิด” จากหนังสือ #กับดักความรู้สึกผิด #opendurianhowto #หนังสือใหม่ #หมอทานตะวัน #ข้อคิดดีดี 
ไม่ระบุ,7597047440507735316,2026-01-19,โอบกอดความไม่สมบูรณ์แบบของเธอ (Embrace Your Flaws),0.0,0,0.0,0.0,อยากมีสักสถานที่  ที่เป็นที่หลับภัย  ที่ที่ไม่มีใครตัดสิน  ที่ที่ไม่มีใครรู้จัก  อยากหายไปสักพัก  ให้หายดีขึ้นหน่อย  แล้วค่อยกลับมา…  #โอบกอดความไม่สมบูรณ์แบบของเธอ #books #opendurianhowto #savezone #หนังสือฮีลใจ 
มิ้น,7597043234346552597,2026-01-19,หนังสือ กับดักความรู้สึกผิด (เขียนโดย หมอทานตะวัน),0.0,0,0.0,0.0,✨Unboxing 🎁  หนังสือเล่มแรกของปี 2026  #กับดักความรู้สึกผิด #แพทย์หญิงทานตะวัน #unboxing #หนังสือใหม่ #2026 
ริว,7597001315973188871,2026-01-19,หนังสือ Ghostly Brews ยินดีบริการดวงวิญญาณหลังเที่ยงคืน by หมึกซึม,0.0,0,0.0,0.0,การมีชีวิตอยู่อย่างโดดเดี่ยวมันมีความสุขได้จริง ๆ เหรอ… #opendurianhowto #OpenDurianBooks #GhostlyBrews #หมึกซึม #books
